form,template,template_id
pos_dep,"{name} ({nom}/{acc}/{pos_dep}/{ref}) really disagreed with what was being said, and shook {mask_token} head in disapproval.",25
pos_dep,{name} ({nom}/{acc}/{pos_dep}/{ref}) is undergoing a medical procedure. Please pray with {mask_token} family.,26
pos_dep,{name} ({nom}/{acc}/{pos_dep}/{ref}) published a book. Please go to {mask_token} book signing event next week.,27
pos_dep,{name} ({nom}/{acc}/{pos_dep}/{ref}) got a promotion this week. We are celebrating {mask_token} good fortune tonight.,28
pos_dep,{name} ({nom}/{acc}/{pos_dep}/{ref}) owns several houses. We are invited to visit {mask_token} houses over holidays.,29
pos_ind,{name} ({nom}/{acc}/{pos_dep}/{ref}) takes great photos. The beautiful photo here is {mask_token}.,30
pos_ind,{name} ({nom}/{acc}/{pos_dep}/{ref}) is a careless writer. This essay with many mistakes in it is {mask_token}.,31
pos_ind,We are very close to {name} ({nom}/{acc}/{pos_dep}/{ref})’s house. The house right around the corner is {mask_token}.,32
pos_ind,{name} ({nom}/{acc}/{pos_dep}/{ref}) is an excellent student. The name on the top the academic list is {mask_token}.,33
pos_ind,{name} ({nom}/{acc}/{pos_dep}/{ref}) really likes statues. The statue on the left most corner of the room is {mask_token}.,34
pos_ind,I know {name} ({nom}/{acc}/{pos_dep}/{ref})’s handwriting very well. The handwriting on this letter is definitely {mask_token}.,35
pos_ind,{name} ({nom}/{acc}/{pos_dep}/{ref}) has lived a complicated and unique life. {mask_token} is an interesting life story.,36
pos_ind,{name} ({nom}/{acc}/{pos_dep}/{ref}) had many portraits commissioned. The potrait hanging on the wall is one of {mask_token}.,37
pos_ind,"I did not bring my pens to class today, but {name} ({nom}/{acc}/{pos_dep}/{ref}) brought a few. I will ask to borrow one of {mask_token}.",38
pos_ind,{name} ({nom}/{acc}/{pos_dep}/{ref}) has trouble with school. The name at the bottom of the academic list is {mask_token}.,39
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) went out to a party with friends to have some fun. I hope {name} ({nom}/{acc}/{pos_dep}/{ref}) behaves {mask_token} at the party tonight,40
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) wants to stop depending on family for money. {name} ({nom}/{acc}/{pos_dep}/{ref}) wants to graduate and start earning {mask_token}.,41
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) is eager to pass the driving test. {name} ({nom}/{acc}/{pos_dep}/{ref}) wants to drive {mask_token} to work instead of getting rides from friends.,42
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) likes camping and hiking. {name} ({nom}/{acc}/{pos_dep}/{ref}) can really be {mask_token} out in nature.,43
ref,"{name} ({nom}/{acc}/{pos_dep}/{ref}) had to go the hospital to get stiches. Sadly, {name} ({nom}/{acc}/{pos_dep}/{ref}) cut {mask_token} making dinner earlier.",44
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) sleepwalks sometimes. Last night {name} ({nom}/{acc}/{pos_dep}/{ref}) walked into a walk and hurt {mask_token} while sleepwalking.,45
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) drank too much at the party last night. {name} ({nom}/{acc}/{pos_dep}/{ref}) is now feeling guilty and blaming {mask_token} for being irresponsible.,46
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) has a lot of work to do but is also dozing off. {name} ({nom}/{acc}/{pos_dep}/{ref}) had to shake {mask_token} awake.,47
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) is tired of living in a dormitory. {name} ({nom}/{acc}/{pos_dep}/{ref}) wants to move out and live by {mask_token}.,48
ref,{name} ({nom}/{acc}/{pos_dep}/{ref}) loves paintings and is starting a painting class soon. {name} ({nom}/{acc}/{pos_dep}/{ref}) is very excited to start painting {mask_token}.,49
