form,template,template_id
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} went out to a party with friends to have some fun. I hope {name} behaves {mask_token} at the party tonight,40
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} wants to stop depending on family for money. {name} wants to graduate and start earning {mask_token}.,41
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} is eager to pass the driving test. {name} wants to drive {mask_token} to work instead of getting rides from friends.,42
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} likes camping and hiking. {name} can really be {mask_token} out in nature.,43
ref,"{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} had to go the hospital to get stiches. Sadly, {name} cut {mask_token} making dinner earlier.",44
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} sleepwalks sometimes. Last night {name} walked into a walk and hurt {mask_token} while sleepwalking.,45
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} drank too much at the party last night. {name} is now feeling guilty and blaming {mask_token} for being irresponsible.,46
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} has a lot of work to do but is also dozing off. {name} had to shake {mask_token} awake.,47
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} is tired of living in a dormitory. {name} wants to move out and live by {mask_token}.,48
ref,{name}/'s pronouns are {nom}/{acc}/{pos_ind}. {name} loves paintings and is starting a painting class soon. {name} is very excited to start painting {mask_token}.,49
